0,1,2,session,policy_area,party,state
0.0127,0.0229,0.0155,114,Environmental Protection,Democratic,OH
0.0488,0.0229,0.0434,114,Armed Forces and National Security,Democratic,OH
0.0275,0.0229,0.027,114,Health,Democratic,OH
0.0275,0.0229,0.027,114,Health,Democratic,OH
0,0.0163,0.0072,114,Taxation,Democratic,OH
0.1294,0.0229,0.1051,114,Sports and Recreation,Democratic,OH
0.0275,0.0229,0.027,114,Health,Democratic,OH
0,0.0163,0.0072,114,Taxation,Democratic,OH
0.0127,0.0229,0.0155,114,Environmental Protection,Democratic,OH
0,0.0163,0.0072,114,Taxation,Democratic,OH
0,0.0163,0.0072,114,Taxation,Democratic,OH
0,0.0163,0.0072,114,Taxation,Democratic,OH
0,0.0163,0.0072,114,Taxation,Democratic,OH
0.0076,0.0229,0.0122,114,Finance and Financial Sector,Democratic,OH
0.0275,0.0229,0.027,114,Health,Democratic,OH
0.0127,0.0229,0.0155,114,Environmental Protection,Democratic,OH
0.0275,0.0229,0.027,114,Health,Democratic,OH
0.0319,0.0229,0.0296,114,Public Lands and Natural Resources,Democratic,OH
0,0.0229,0.0072,114,Foreign Trade and International Finance,Democratic,OH
0.0275,0.0229,0.027,114,Health,Democratic,OH
0.0275,0.0229,0.027,114,Health,Democratic,OH
0.0275,0.0229,0.027,114,Health,Democratic,OH
0,0.0229,0.0072,114,Foreign Trade and International Finance,Democratic,OH
0.0319,0.0229,0.0296,114,Public Lands and Natural Resources,Democratic,OH
0,0.0163,0.0072,114,Taxation,Democratic,OH
0.0056,0.0204,0.0122,115,Health,Democratic,OH
0.0056,0.0204,0.0122,115,Health,Democratic,OH
0.0056,0.0204,0.0122,115,Health,Democratic,OH
0.0085,0.0204,0.0178,115,Crime and Law Enforcement,Democratic,OH
0.0056,0.0204,0.0122,115,Health,Democratic,OH
0.0102,0.0204,0.0199,115,Armed Forces and National Security,Democratic,OH
0,0.0146,0.0032,115,Taxation,Democratic,OH
0,0.0146,0.0032,115,Taxation,Democratic,OH
0,0.0146,0.0032,115,Taxation,Democratic,OH
0,0.0146,0.0032,115,Taxation,Democratic,OH
0,0.0146,0.0032,115,Taxation,Democratic,OH
0.0039,0.0204,0.0092,115,Economics and Public Finance,Democratic,OH
0,0.0146,0.0032,115,Taxation,Democratic,OH
0,0.0146,0.0032,115,Taxation,Democratic,OH
0.0023,0.0204,0.0105,115,Agriculture and Food,Democratic,OH
0,0.0146,0.0032,115,Taxation,Democratic,OH
0.0056,0.0204,0.0122,115,Health,Democratic,OH
0,0.0146,0.0032,115,Taxation,Democratic,OH
0.0102,0.0204,0.0199,115,Armed Forces and National Security,Democratic,OH
0.0056,0.0204,0.0122,115,Health,Democratic,OH
0.0056,0.0204,0.0122,115,Health,Democratic,OH
0.0015,0.0204,0.0055,115,Finance and Financial Sector,Democratic,OH
0.0056,0.0204,0.0122,115,Health,Democratic,OH
0.0102,0.0204,0.0199,115,Armed Forces and National Security,Democratic,OH
0,0.0146,0.0032,115,Taxation,Democratic,OH
0,0.0146,0.0032,115,Taxation,Democratic,OH
0.0289,0.0204,0.0498,115,Sports and Recreation,Democratic,OH
0.0065,0.0204,0.0134,115,Public Lands and Natural Resources,Democratic,OH
0.0023,0.0204,0.0067,115,Social Welfare,Democratic,OH
0,0.0146,0.0032,115,Taxation,Democratic,OH
0,0.0229,0.0094,114,None reported,Democratic,OH
0,0.0204,0.0042,115,None reported,Democratic,OH
0,0.0204,0.0042,115,None reported,Democratic,OH
0,0.0204,0.0042,115,None reported,Democratic,OH
0.0683,0.0252,0.0626,113,Native Americans,Republican,NC
0.0324,0.0229,0.0325,113,Armed Forces and National Security,Republican,NC
0.0324,0.0229,0.0325,113,Armed Forces and National Security,Republican,NC
0.0595,0.0538,0.06,113,Government Operations and Politics,Republican,NC
0.0272,0.0229,0.0291,113,Crime and Law Enforcement,Republican,NC
0.0595,0.0538,0.06,113,Government Operations and Politics,Republican,NC
0.0595,0.0538,0.06,113,Government Operations and Politics,Republican,NC
0.0595,0.0538,0.06,113,Government Operations and Politics,Republican,NC
0.0182,0.0229,0.0201,113,Health,Republican,NC
0.0324,0.0229,0.0325,113,Armed Forces and National Security,Republican,NC
0,0.0163,0.0054,113,Taxation,Republican,NC
0.0324,0.0229,0.0325,113,Armed Forces and National Security,Republican,NC
0.0211,0.0229,0.0221,113,Public Lands and Natural Resources,Republican,NC
0.0324,0.0229,0.0325,113,Armed Forces and National Security,Republican,NC
0.0324,0.0229,0.0325,113,Armed Forces and National Security,Republican,NC
0.0324,0.0229,0.0325,113,Armed Forces and National Security,Republican,NC
0.0324,0.0229,0.0325,113,Armed Forces and National Security,Republican,NC
0.0324,0.0229,0.0325,113,Armed Forces and National Security,Republican,NC
0.0258,0.0229,0.0253,113,Families,Republican,NC
0.0211,0.0229,0.0221,113,Public Lands and Natural Resources,Republican,NC
0.0324,0.0229,0.0325,113,Armed Forces and National Security,Republican,NC
0,0.0163,0.0054,113,Taxation,Republican,NC
0.0324,0.0229,0.0325,113,Armed Forces and National Security,Republican,NC
0.0296,0.0241,0.0293,114,Health,Republican,NC
0.0944,0.0567,0.0858,114,Government Operations and Politics,Republican,NC
0.0343,0.0241,0.0321,114,Public Lands and Natural Resources,Republican,NC
0.0296,0.0241,0.0293,114,Health,Republican,NC
0.0296,0.0241,0.0293,114,Health,Republican,NC
0.0523,0.0241,0.047,114,Armed Forces and National Security,Republican,NC
0.0296,0.0241,0.0293,114,Health,Republican,NC
0.0432,0.0241,0.0403,114,"Science, Technology, Communications",Republican,NC
0.0109,0.0241,0.0148,114,Energy,Republican,NC
0.0343,0.0241,0.0321,114,Public Lands and Natural Resources,Republican,NC
0,0.0172,0.0079,114,Taxation,Republican,NC
0.0944,0.0567,0.0858,114,Government Operations and Politics,Republican,NC
0.1078,0.0265,0.0893,114,Native Americans,Republican,NC
0.0944,0.0567,0.0858,114,Government Operations and Politics,Republican,NC
0,0.0172,0.0079,114,Taxation,Republican,NC
0.0523,0.0241,0.047,114,Armed Forces and National Security,Republican,NC
0.0546,0.0261,0.0537,114,International Affairs,Republican,NC
0,0.0172,0.0079,114,Taxation,Republican,NC
0.0523,0.0241,0.047,114,Armed Forces and National Security,Republican,NC
0.0136,0.0241,0.0168,114,Environmental Protection,Republican,NC
0,0.0172,0.0079,114,Taxation,Republican,NC
0.0374,0.0241,0.0326,114,"Civil Rights and Liberties, Minority Issues",Republican,NC
0,0.0172,0.0079,114,Taxation,Republican,NC
0.0523,0.0241,0.047,114,Armed Forces and National Security,Republican,NC
0.0523,0.0241,0.047,114,Armed Forces and National Security,Republican,NC
0.0523,0.0241,0.047,114,Armed Forces and National Security,Republican,NC
0,0.0172,0.0079,114,Taxation,Republican,NC
0.0412,0.0241,0.0382,114,Transportation and Public Works,Republican,NC
0.0343,0.0241,0.0321,114,Public Lands and Natural Resources,Republican,NC
0.0523,0.0241,0.047,114,Armed Forces and National Security,Republican,NC
0.0056,0.0241,0.0114,114,Education,Republican,NC
0.0523,0.0241,0.047,114,Armed Forces and National Security,Republican,NC
0.0944,0.0567,0.0858,114,Government Operations and Politics,Republican,NC
0.0449,0.0225,0.0388,115,Native Americans,Republican,NC
0.0117,0.0204,0.0123,115,Health,Republican,NC
0.021,0.0204,0.0199,115,Armed Forces and National Security,Republican,NC
0.0136,0.0204,0.0135,115,Public Lands and Natural Resources,Republican,NC
0.021,0.0204,0.0199,115,Armed Forces and National Security,Republican,NC
0,0.0146,0.0033,115,Taxation,Republican,NC
0.021,0.0204,0.0199,115,Armed Forces and National Security,Republican,NC
0,0.0146,0.0033,115,Taxation,Republican,NC
0.021,0.0204,0.0199,115,Armed Forces and National Security,Republican,NC
0.0053,0.0204,0.007,115,Environmental Protection,Republican,NC
0.0173,0.0204,0.017,115,"Science, Technology, Communications",Republican,NC
0.0043,0.0204,0.0061,115,Energy,Republican,NC
0.021,0.0204,0.0199,115,Armed Forces and National Security,Republican,NC
0,0.0146,0.0033,115,Taxation,Republican,NC
0.0136,0.0204,0.0135,115,Public Lands and Natural Resources,Republican,NC
0.0272,0.0229,0.0251,113,Commerce,Democratic,WI
0.0485,0.0229,0.0402,113,Transportation and Public Works,Democratic,WI
0.1101,0.0538,0.09,113,Government Operations and Politics,Democratic,WI
0.0349,0.0229,0.0308,113,Health,Democratic,WI
0.0349,0.0229,0.0308,113,Health,Democratic,WI
0.0519,0.0229,0.0444,113,Crime and Law Enforcement,Democratic,WI
0.0349,0.0229,0.0308,113,Health,Democratic,WI
0.0508,0.0229,0.0424,113,"Science, Technology, Communications",Democratic,WI
0.0066,0.0229,0.012,113,Education,Democratic,WI
0.0349,0.0229,0.0308,113,Health,Democratic,WI
0.0404,0.0229,0.0338,113,Public Lands and Natural Resources,Democratic,WI
0.0272,0.0229,0.0251,113,Commerce,Democratic,WI
0.0051,0.0229,0.0108,113,Labor and Employment,Democratic,WI
0.0404,0.0229,0.0338,113,Public Lands and Natural Resources,Democratic,WI
0.0615,0.0229,0.0494,113,Armed Forces and National Security,Democratic,WI
0.0066,0.0229,0.012,113,Education,Democratic,WI
0.0066,0.0229,0.012,113,Education,Democratic,WI
0.0404,0.0229,0.0338,113,Public Lands and Natural Resources,Democratic,WI
0.0349,0.0229,0.0308,113,Health,Democratic,WI
0.0396,0.0229,0.0383,114,Public Lands and Natural Resources,Democratic,WI
0.0499,0.0229,0.0481,114,"Science, Technology, Communications",Democratic,WI
0.0127,0.0229,0.0177,114,Energy,Democratic,WI
0.0604,0.0229,0.056,114,Armed Forces and National Security,Democratic,WI
0,0.0163,0.0094,114,Taxation,Democratic,WI
0.0065,0.0229,0.0137,114,Education,Democratic,WI
0.1082,0.0538,0.1013,114,Government Operations and Politics,Democratic,WI
0.0604,0.0229,0.056,114,Armed Forces and National Security,Democratic,WI
0.0267,0.0229,0.0285,114,Commerce,Democratic,WI
0.0065,0.0229,0.0137,114,Education,Democratic,WI
0.0342,0.0229,0.035,114,Health,Democratic,WI
0.0065,0.0229,0.0137,114,Education,Democratic,WI
0.0065,0.0229,0.0137,114,Education,Democratic,WI
0.0342,0.0229,0.035,114,Health,Democratic,WI
0.0396,0.0229,0.0383,114,Public Lands and Natural Resources,Democratic,WI
0.0342,0.0229,0.035,114,Health,Democratic,WI
0.1082,0.0538,0.1013,114,Government Operations and Politics,Democratic,WI
0.0096,0.0229,0.0158,114,Finance and Financial Sector,Democratic,WI
0.0158,0.0229,0.0202,114,Environmental Protection,Democratic,WI
0.0065,0.0229,0.0137,114,Education,Democratic,WI
0.0096,0.0229,0.0158,114,Finance and Financial Sector,Democratic,WI
0.0342,0.0229,0.035,114,Health,Democratic,WI
0.0604,0.0229,0.056,114,Armed Forces and National Security,Democratic,WI
0.0604,0.0229,0.056,114,Armed Forces and National Security,Democratic,WI
0.0604,0.0229,0.056,114,Armed Forces and National Security,Democratic,WI
0.0432,0.0229,0.0389,114,"Civil Rights and Liberties, Minority Issues",Democratic,WI
0.0432,0.0229,0.0389,114,"Civil Rights and Liberties, Minority Issues",Democratic,WI
0.0158,0.0229,0.0202,114,Environmental Protection,Democratic,WI
0.1082,0.0538,0.1013,114,Government Operations and Politics,Democratic,WI
0.063,0.0247,0.0638,114,International Affairs,Democratic,WI
0.0604,0.0229,0.056,114,Armed Forces and National Security,Democratic,WI
0.005,0.0229,0.0123,114,Labor and Employment,Democratic,WI
0.0342,0.0229,0.035,114,Health,Democratic,WI
0.0267,0.0229,0.0285,114,Commerce,Democratic,WI
0.0342,0.0229,0.035,114,Health,Democratic,WI
0.0065,0.0229,0.0137,114,Education,Democratic,WI
0.0158,0.0229,0.0202,114,Environmental Protection,Democratic,WI
0.0342,0.0229,0.035,114,Health,Democratic,WI
0.0065,0.0229,0.0137,114,Education,Democratic,WI
0.0476,0.0229,0.0456,114,Transportation and Public Works,Democratic,WI
0.0065,0.0229,0.0137,114,Education,Democratic,WI
0.0267,0.0229,0.0285,114,Commerce,Democratic,WI
0.0267,0.0229,0.0285,114,Commerce,Democratic,WI
0,0.0146,0.0042,115,Taxation,Democratic,WI
0.0082,0.0204,0.0175,115,Public Lands and Natural Resources,Democratic,WI
0.0099,0.0204,0.0209,115,Transportation and Public Works,Democratic,WI
0.007,0.0204,0.0159,115,Health,Democratic,WI
0.0127,0.0204,0.0258,115,Armed Forces and National Security,Democratic,WI
0.0013,0.0204,0.0061,115,Education,Democratic,WI
0.0099,0.0204,0.0209,115,Transportation and Public Works,Democratic,WI
0.0099,0.0204,0.0209,115,Transportation and Public Works,Democratic,WI
0.007,0.0204,0.0159,115,Health,Democratic,WI
0.0099,0.0204,0.0209,115,Transportation and Public Works,Democratic,WI
0.007,0.0204,0.0159,115,Health,Democratic,WI
0.0237,0.0483,0.0479,115,Government Operations and Politics,Democratic,WI
0,0.0204,0.0042,115,Foreign Trade and International Finance,Democratic,WI
0.0019,0.0204,0.0071,115,Finance and Financial Sector,Democratic,WI
0,0.0146,0.0042,115,Taxation,Democratic,WI
0.0013,0.0204,0.0061,115,Education,Democratic,WI
0.0127,0.0204,0.0258,115,Armed Forces and National Security,Democratic,WI
0.001,0.0204,0.0055,115,Labor and Employment,Democratic,WI
0,0.0146,0.0042,115,Taxation,Democratic,WI
0.0082,0.0204,0.0175,115,Public Lands and Natural Resources,Democratic,WI
0.0237,0.0483,0.0479,115,Government Operations and Politics,Democratic,WI
0.0127,0.0204,0.0258,115,Armed Forces and National Security,Democratic,WI
0.0133,0.0221,0.0295,115,International Affairs,Democratic,WI
0.007,0.0204,0.0159,115,Health,Democratic,WI
0.007,0.0204,0.0159,115,Health,Democratic,WI
0.009,0.0204,0.0177,115,"Civil Rights and Liberties, Minority Issues",Democratic,WI
0.0032,0.0204,0.0091,115,Environmental Protection,Democratic,WI
0,0.0204,0.0055,115,None reported,Democratic,WI
0,0.0204,0.0055,115,None reported,Democratic,WI
0,0.0163,0.008,113,Taxation,Republican,AR
0.0904,0.0538,0.0873,113,Government Operations and Politics,Republican,AR
0,0.0163,0.008,113,Taxation,Republican,AR
0.05,0.0229,0.0479,113,Armed Forces and National Security,Republican,AR
0.05,0.0229,0.0479,113,Armed Forces and National Security,Republican,AR
0.0522,0.0247,0.0547,113,International Affairs,Republican,AR
0.0282,0.0229,0.0298,113,Health,Republican,AR
0.0041,0.0229,0.0105,113,Labor and Employment,Republican,AR
0.013,0.0229,0.0172,113,Environmental Protection,Republican,AR
0.0152,0.0229,0.0192,113,Water Resources Development,Republican,AR
0.0393,0.0229,0.039,113,Transportation and Public Works,Republican,AR
0.0393,0.0229,0.039,113,Transportation and Public Works,Republican,AR
0.05,0.0229,0.0479,113,Armed Forces and National Security,Republican,AR
0.0327,0.0229,0.0327,113,Public Lands and Natural Resources,Republican,AR
0.05,0.0229,0.0479,113,Armed Forces and National Security,Republican,AR
0.05,0.0229,0.0479,113,Armed Forces and National Security,Republican,AR
0.0327,0.0229,0.0327,113,Public Lands and Natural Resources,Republican,AR
0.0212,0.0241,0.025,114,Environmental Protection,Republican,AR
0.1408,0.0567,0.1233,114,Government Operations and Politics,Republican,AR
0.1408,0.0567,0.1233,114,Government Operations and Politics,Republican,AR
0.0321,0.0241,0.0329,114,Economics and Public Finance,Republican,AR
0.019,0.0241,0.0373,114,Agriculture and Food,Republican,AR
0.118,0.0241,0.1083,114,"Arts, Culture, Religion",Republican,AR
0,0.0172,0.0118,114,Taxation,Republican,AR
0.0798,0.0241,0.0689,114,Armed Forces and National Security,Republican,AR
0.0457,0.0241,0.0433,114,Health,Republican,AR
0.0321,0.0241,0.0329,114,Economics and Public Finance,Republican,AR
0.0798,0.0241,0.0689,114,Armed Forces and National Security,Republican,AR
0.0457,0.0241,0.0433,114,Health,Republican,AR
0.0171,0.0241,0.022,114,Energy,Republican,AR
0.0212,0.0241,0.025,114,Environmental Protection,Republican,AR
0.0632,0.0241,0.0562,114,Transportation and Public Works,Republican,AR
0.0798,0.0241,0.0689,114,Armed Forces and National Security,Republican,AR
0.0632,0.0241,0.0562,114,Transportation and Public Works,Republican,AR
0,0.0241,0.0153,114,Armed Forces and National Security,Republican,AR
0.0326,0.0204,0.0295,115,Armed Forces and National Security,Republican,AR
0.0326,0.0204,0.0295,115,Armed Forces and National Security,Republican,AR
0.0026,0.0204,0.0064,115,Labor and Employment,Republican,AR
0,0.0146,0.0049,115,Taxation,Republican,AR
0.0067,0.0204,0.0092,115,Energy,Republican,AR
0,0.0146,0.0049,115,Taxation,Republican,AR
0.0183,0.0204,0.0183,115,Health,Republican,AR
0.3171,0.0442,0.2278,115,Armed Forces and National Security,Republican,AR
0.4672,0.1009,0.3593,115,Government Operations and Politics,Republican,AR
0.4672,0.1009,0.3593,115,Government Operations and Politics,Republican,AR
0.005,0.0229,0.0077,113,Environmental Protection,Republican,WY
0.004,0.0229,0.0068,113,Energy,Republican,WY
0.005,0.0229,0.0077,113,Environmental Protection,Republican,WY
0.0046,0.0229,0.0074,113,Social Welfare,Republican,WY
0.005,0.0229,0.0077,113,Environmental Protection,Republican,WY
0.0058,0.0229,0.0086,113,Water Resources Development,Republican,WY
0.0109,0.0229,0.0135,113,Health,Republican,WY
0.0016,0.0229,0.0047,113,Labor and Employment,Republican,WY
0.0058,0.0229,0.0086,113,Water Resources Development,Republican,WY
0.0109,0.0229,0.0135,113,Health,Republican,WY
0,0.0229,0.0035,113,Foreign Trade and International Finance,Republican,WY
0.0365,0.0538,0.0409,113,Government Operations and Politics,Republican,WY
0.0127,0.0229,0.0149,113,Public Lands and Natural Resources,Republican,WY
0.0127,0.0229,0.0149,113,Public Lands and Natural Resources,Republican,WY
0.004,0.0229,0.0068,113,Energy,Republican,WY
0.0127,0.0229,0.0149,113,Public Lands and Natural Resources,Republican,WY
0.004,0.0229,0.0068,113,Energy,Republican,WY
0.042,0.0252,0.0427,113,Native Americans,Republican,WY
0.0109,0.0229,0.0135,113,Health,Republican,WY
0.0058,0.0229,0.0086,113,Water Resources Development,Republican,WY
0.005,0.0229,0.0077,113,Environmental Protection,Republican,WY
0.0127,0.0229,0.0149,113,Public Lands and Natural Resources,Republican,WY
0.005,0.0229,0.0077,113,Environmental Protection,Republican,WY
0.004,0.0229,0.0068,113,Energy,Republican,WY
0.0127,0.0229,0.0149,113,Public Lands and Natural Resources,Republican,WY
0,0.0163,0.0036,113,Taxation,Republican,WY
0.0046,0.0229,0.0074,113,Social Welfare,Republican,WY
0.0066,0.0241,0.0099,114,Energy,Republican,WY
0.0082,0.0241,0.0113,114,Environmental Protection,Republican,WY
0.0096,0.0241,0.0127,114,Water Resources Development,Republican,WY
0.0066,0.0241,0.0099,114,Energy,Republican,WY
0.032,0.0241,0.0319,114,Armed Forces and National Security,Republican,WY
0.0179,0.0241,0.0198,114,Health,Republican,WY
0.0096,0.0241,0.0127,114,Water Resources Development,Republican,WY
0.0096,0.0241,0.0127,114,Water Resources Development,Republican,WY
0.0208,0.0241,0.0217,114,Public Lands and Natural Resources,Republican,WY
0.0674,0.0265,0.0616,114,Native Americans,Republican,WY
0.025,0.0241,0.0259,114,Transportation and Public Works,Republican,WY
0,0.0172,0.0053,114,Taxation,Republican,WY
0.0179,0.0241,0.0198,114,Health,Republican,WY
0.0674,0.0265,0.0616,114,Native Americans,Republican,WY
0.0208,0.0241,0.0217,114,Public Lands and Natural Resources,Republican,WY
0.0075,0.0241,0.0108,114,Social Welfare,Republican,WY
0.0208,0.0241,0.0217,114,Public Lands and Natural Resources,Republican,WY
